path_id,ST
1266,126.175
1267,86.9884
1268,104.36
1269,79.5775
1270,72.3385
1271,114.532
1272,78.4613
1273,88.2199
1274,106.373
1275,89.8981
1276,119.716
1277,122.382
1278,110.928
1279,112.039
1280,117.066
1281,126.983
1282,95.3751
1283,77.1371
1284,95.7809
1285,96.366
1286,98.6629
1287,139.484
1288,77.5211
1289,111.536
1290,111.944
1291,97.3317
1292,80.7065
1293,142.866
1294,100.786
1295,130.207
1296,63.756
1297,170.668
1298,86.2437
1299,102.413
1300,154.471
1301,87.8613
1302,98.0281
1303,101.522
1304,68.7573
1305,106.236
1306,98.1563
1307,90.573
1308,128.685
1309,137.158
1310,77.0076
1311,99.7351
1312,98.8345
1313,96.9062
1314,154.43
1315,88.3717
1316,143.916
1317,109.204
1318,94.5287
1319,76.6705
1320,99.8617
1321,100.575
1322,159.368
1323,76.2089
1324,160.846
1325,114.563
1326,108.997
1327,149.769
1328,80.357
1329,96.5029
1330,91.9242
1331,95.9649
1332,95.19
1333,107.827
1334,134.179
1335,127.625
1336,91.8889
1337,108.325
1338,97.9273
1339,119.539
1340,100.728
1341,112.106
1342,119.347
1343,114.694
1344,86.8376
1345,95.1102
1346,192.698
1347,92.4878
1348,108.611
1349,91.5636
1350,122.696
1351,92.5302
1352,87.418
1353,120.298
1354,128.586
1355,165.642
1356,124.596
1357,81.4689
1358,146.824
1359,91.3811
1360,100.477
1361,118.302
1362,93.5572
1363,145.569
1364,141.014
1365,108.32
1366,90.0073
1367,100.504
1368,77.9155
1369,134.184
1370,142.126
1371,111.026
1372,141.994
1373,88.0453
1374,114.467
1375,83.5968
1376,89.5317
1377,122.642
1378,92.0519
1379,92.6698
1380,87.3185
1381,123.862
1382,101.555
1383,94.7389
1384,103.572
1385,146.329
1386,83.526
1387,140.832
1388,91.9041
1389,101.163
1390,112.588
1391,83.4283
1392,73.4284
1393,124.755
1394,123.22
1395,81.2372
1396,109.037
1397,142.13
1398,144.381
1399,146.721
1400,106.187
1401,85.0925
1402,143.964
1403,102.9
1404,114.091
1405,97.4699
1406,98.826
1407,90.2595
1408,127.891
1409,100.414
1410,98.2736
1411,126.038
1412,89.0509
1413,111.425
1414,93.3261
1415,126.448
1416,76.1882
1417,82.0695
1418,164.123
1419,84.4802
1420,129.579
1421,83.6894
1422,82.1985
1423,83.7787
1424,84.7755
1425,125.787
1426,103.773
1427,122.226
1428,114.369
1429,89.3525
1430,100.461
1431,76.6316
1432,92.139
1433,94.5488
1434,102.009
1435,106.182
1436,94.3603
1437,102.492
1438,94.6962
1439,121.503
1440,86.7975
1441,99.2678
1442,87.5647
1443,129.029
1444,85.6448
1445,68.7991
1446,96.1854
1447,140.78
1448,66.9225
1449,99.4268
1450,137.995
1451,93.0405
1452,92.3483
1453,80.856
1454,121.32
1455,160.62
1456,75.1447
1457,100.811
1458,125.002
1459,80.0048
1460,116.053
1461,101.754
1462,107.713
1463,93.0495
1464,110.806
1465,94.5109
1466,142.487
1467,92.2007
1468,92.4403
1469,88.1217
1470,105.025
1471,106.708
1472,128.127
1473,107.545
1474,92.1177
1475,65.4288
1476,95.571
1477,131.827
1478,89.808
1479,90.808
1480,88.3981
1481,79.7437
1482,81.1782
1483,122.626
1484,100.255
1485,93.4233
1486,79.6428
1487,91.8981
1488,148.935
1489,104.8
1490,102.817
1491,75.0036
1492,111.27
1493,103.488
1494,74.8176
1495,114.19
1496,100.225
1497,118.008
1498,87.4106
1499,98.0454
1500,76.0522
1501,117.301
1502,144.66
1503,75.9268
1504,115.215
1505,129.888
1506,110.12
1507,120.408
1508,88.7389
1509,96.0053
1510,121.438
1511,93.2084
1512,90.8586
1513,92.0672
1514,90.8439
1515,93.0094
1516,110.318
1517,94.3758
1518,92.4814
1519,109.411
1520,105.821
1521,84.831
1522,131.374
1523,94.3211
1524,105.581
1525,106.647
1526,72.3654
1527,115.532
1528,143.665
1529,103.826
1530,123.202
1531,118.398
1532,155.82
1533,102.918
1534,129.526
1535,102.977
1536,101.682
1537,115.041
1538,100.516
1539,121.812
1540,121.316
1541,118.466
1542,125.117
1543,83.3794
1544,117.836
1545,143.438
1546,185.764
1547,92.2961
1548,104.062
1549,113.875
1550,104.897
1551,78.3708
1552,103.995
1553,83.8116
1554,94.4451
1555,99.8638
1556,109.692
1557,128.384
1558,77.8377
1559,135.769
1560,113.234
1561,132.195
1562,120.163
1563,136.521
1564,122.635
1565,136.502
1566,76.9951
1567,146.648
1568,150.419
1569,130.352
1570,130.942
1571,141.53
1572,97.8614
1573,111.745
1574,124.77
1575,120.571
1576,123.335
1577,99.5622
1578,128.217
1579,90.1496
1580,123.481
1581,100.896
1582,125.799
1583,98.7278
1584,94.7385
1585,97.7693
1586,109.219
1587,108.247
1588,95.5088
1589,108.524
1590,93.8227
1591,88.4826
1592,121.535
1593,88.7431
1594,101.388
1595,81.4807
1596,91.2375
1597,135.54
1598,100.255
1599,144.818
1600,81.2246
1601,108.408
1602,89.1834
1603,108.653
1604,110.29
1605,133.162
1606,127.555
1607,109.652
1608,84.5231
1609,96.0288
1610,118.117
1611,49.6209
1612,92.3118
1613,77.4728
1614,95.5423
1615,82.2511
1616,94.3255
1617,114.22
1618,133.157
1619,93.844
1620,127.992
1621,121.272
1622,129.831
1623,92.7937
1624,97.7382
1625,123.114
1626,86.7273
1627,101.989
1628,97.0295
1629,101.909
1630,121.274
1631,136.969
1632,106.722
1633,137.696
1634,167.428
1635,89.8975
1636,115.959
1637,171.833
1638,109.487
1639,65.2484
1640,165.135
1641,74.1266
1642,135.899
1643,118.778
1644,97.8577
1645,143.698
1646,129.817
1647,126.139
1648,105.222
1649,133.908
1650,129.268
1651,96.2497
1652,71.2412
1653,111.441
1654,88.8452
1655,81.0619
1656,57.6089
1657,109.323
1658,103.461
1659,85.5272
1660,127.337
1661,73.209
1662,98.3598
1663,94.7304
1664,104.5
1665,111.977
1666,76.0447
1667,105.721
1668,161.325
1669,92.2922
1670,104.595
1671,109.609
1672,126.545
1673,103.26
1674,84.0054
1675,75.6884
1676,115.898
1677,83.9917
1678,92.1309
1679,102.115
1680,153.157
1681,95.4669
1682,76.7242
1683,134.655
1684,116.606
1685,141.499
1686,87.9415
1687,98.3543
1688,87.2173
1689,87.7612
1690,86.7165
1691,107.81
1692,97.6787
1693,159.182
1694,100.871
1695,73.3903
1696,92.0772
1697,125.502
1698,86.8022
1699,128.711
1700,101.486
1701,123.572
1702,122.809
1703,107.298
1704,96.568
1705,92.0326
1706,157.765
1707,123.646
1708,98.8887
1709,126.542
1710,85.9759
1711,114.646
1712,112.081
1713,75.4418
1714,117.709
1715,76.9745
1716,105.789
1717,87.8732
1718,104.703
1719,108.962
1720,143.304
1721,103.178
1722,120.145
1723,84.1463
1724,105.425
1725,125.344
1726,111.183
1727,87.7683
1728,103.576
1729,101.994
1730,107.2
1731,135.648
1732,103.37
1733,105.947
1734,127.28
1735,76.2873
1736,119.03
1737,100.813
1738,106.717
1739,130.488
1740,96.2572
1741,108.541
1742,93.0243
1743,88.4749
1744,141.928
1745,130.071
1746,125.38
1747,133.597
1748,94.6787
1749,107.621
1750,147.584
1751,102.53
1752,91.1701
1753,100.815
1754,74.0557
1755,102.211
1756,113.441
1757,114.832
1758,77.9715
1759,98.4244
1760,93.2715
1761,129.899
1762,108.216
1763,120.016
1764,128.375
1765,137.136
1766,171.041
1767,98.504
1768,95.5319
1769,111.094
1770,116.801
1771,108.034
1772,93.3364
1773,102.261
1774,98.0342
1775,107.517
1776,104.319
1777,87.3736
1778,108.202
1779,95.0888
1780,135.957
1781,113.154
1782,114.483
1783,109.756
1784,83.0462
1785,102.873
1786,103.745
1787,107.622
1788,102.849
1789,94.6953
1790,110.865
1791,100.829
1792,131.717
1793,92.831
1794,111.466
1795,120.714
1796,115.167
1797,99.687
1798,143.204
1799,67.6529
1800,89.5866
1801,131.457
1802,93.5469
1803,74.1676
1804,104.182
1805,140.825
1806,110.307
1807,103.736
1808,91.1469
1809,182.599
1810,120.962
1811,101.764
1812,100.73
1813,113.807
1814,100.389
1815,93.1955
1816,85.353
1817,99.0719
1818,104.607
1819,88.3262
1820,126.779
1821,82.4305
1822,86.6146
1823,121.866
1824,122.408
1825,89.4057
1826,125.871
1827,109.37
1828,79.2016
1829,96.3083
1830,71.2785
1831,124.51
1832,112.028
1833,173.39
1834,113.846
1835,105.343
1836,120.657
1837,88.435
1838,120.142
1839,114.492
1840,136.159
1841,102.768
1842,58.9005
1843,116.803
1844,99.0376
1845,128.831
1846,95.558
1847,78.2294
1848,132.772
1849,97.5066
1850,80.7608
1851,88.1993
1852,132.114
1853,151.785
1854,107.056
1855,114.482
1856,68.7686
1857,90.8637
1858,73.1332
1859,120.545
1860,110.684
1861,72.9224
1862,115.986
1863,76.9726
1864,133.849
1865,98.225
1866,103.059
1867,121.69
1868,60.1092
1869,127.881
1870,108.874
1871,122.677
1872,100.803
1873,119.544
1874,84.0475
1875,83.598
1876,118.001
1877,117.052
1878,92.958
1879,103.495
1880,93.9859
1881,86.3041
1882,105.811
1883,93.2562
1884,90.0806
1885,118.016
1886,102.461
1887,132.254
1888,114.724
1889,115.699
1890,123.362
1891,78.08
1892,108.394
1893,84.9896
1894,89.3581
1895,87.4331
1896,124.687
1897,111.995
1898,61.8616
1899,116.48
1900,103.115
1901,106.191
1902,157.542
1903,93.9929
1904,107.301
1905,131.474
1906,171.023
1907,95.6985
1908,131.969
1909,81.9766
1910,81.9458
1911,104.506
1912,133.529
1913,105.546
1914,110.246
1915,123.194
1916,129.946
1917,108.782
1918,147.759
1919,101.506
1920,114.949
1921,88.133
1922,84.9481
1923,74.286
1924,122.544
1925,80.6126
1926,112.359
1927,96.0189
1928,94.4857
1929,106.107
1930,149.773
1931,94.9132
1932,86.4925
1933,146.795
1934,86.5345
1935,113.537
1936,112.605
1937,83.2033
1938,95.3525
1939,97.604
1940,106.467
1941,100.145
1942,88.0169
1943,93.5506
1944,89.4793
1945,106.896
1946,136.552
1947,92.7339
1948,145.208
1949,73.9846
1950,146.696
1951,119.122
1952,128.332
1953,89.4122
1954,74.8093
1955,114.493
1956,144.349
1957,102.488
1958,114.392
1959,184.698
1960,68.6635
1961,103.022
1962,97.8034
1963,86.1039
1964,91.0722
1965,99.7111
1966,96.4294
1967,114.336
1968,144.538
1969,71.3441
1970,95.0315
1971,112.539
1972,115.542
1973,85.0412
1974,146.053
1975,132.445
1976,108.126
1977,128.21
1978,107.977
1979,92.3216
1980,112.879
1981,119.076
1982,128.678
1983,90.6098
1984,73.4222
1985,87.3568
1986,88.4082
1987,102.446
1988,142.763
1989,66.5107
1990,87.029
1991,161.211
1992,103.749
1993,92.2511
1994,94.4774
1995,76.1615
1996,113.064
1997,117.557
1998,144.137
1999,116.154
2000,121.698
2001,106.188
2002,119.98
2003,93.4422
2004,173.279
2005,83.3814
2006,155.275
2007,134.201
2008,115.625
2009,93.4668
2010,99.4016
2011,94.4707
2012,114.253
2013,100.457
2014,93.8324
2015,133.882
2016,91.9735
2017,116.056
2018,95.2512
2019,89.1356
2020,112.668
2021,110.124
2022,114.753
2023,73.5666
2024,99.9963
2025,84.3586
2026,142.075
