path_id,ST
1,118.649
2,133.478
3,91.8679
4,111.583
5,70.3747
6,128.88
7,89.1523
8,76.4564
9,103.355
10,96.8737
11,127.067
12,136.707
13,96.6298
14,141.714
15,90.7012
16,112.76
17,86.1999
18,99.6647
19,62.2047
20,136.745
21,94.5365
22,109.673
23,87.3002
24,129.779
25,119.753
26,116.639
27,92.6738
28,140.198
29,95.5674
30,149.367
31,85.6528
32,190.215
33,113.559
34,79.3472
35,63.6188
36,100.123
37,86.2276
38,146.869
39,86.7605
40,100.242
41,60.0864
42,83.1546
43,131.46
44,150.299
45,101.487
46,129.269
47,102.359
48,134.112
49,71.1974
50,92.515
51,107.492
52,70.7417
53,133.301
54,90.3144
55,128.092
56,82.0804
57,122.187
58,133.507
59,114.648
60,115.895
61,129.467
62,115.968
63,117.376
64,100.094
65,79.1448
66,84.3387
67,116.188
68,139.723
69,85.6911
70,95.5793
71,133.387
72,145.79
73,165.919
74,112.882
75,99.6835
76,92.3204
77,118.358
78,137.952
79,117.7
80,99.7866
81,86.9388
82,119.908
83,83.3898
84,104.748
85,90.0891
86,119.202
87,84.2808
88,101.559
89,88.7894
90,111.279
91,119.206
92,139.948
93,132.028
94,90.2366
95,75.0235
96,78.6538
97,113.946
98,116.896
99,120.874
100,110.083
101,99.1792
102,93.7415
103,90.0739
104,73.8441
105,107.611
106,98.8234
107,71.0239
108,100.485
109,97.3413
110,132.924
111,105.256
112,104.641
113,99.411
114,105.173
115,114.771
116,80.79
117,70.0499
118,90.2998
119,135.403
120,85.0972
121,131.596
122,87.5593
123,112.851
124,84.291
125,99.4229
126,88.6409
127,108.615
128,66.0366
129,131.073
130,124.127
131,207.595
132,108.791
133,133.846
134,93.982
135,92.7779
136,82.8509
137,87.5462
138,105.255
139,95.514
140,76.3626
141,76.3451
142,100.159
143,98.2513
144,120.908
145,71.1008
146,99.8492
147,70.7516
148,93.785
149,94.7866
150,72.1743
151,92.2768
152,106.783
153,66.4239
154,106.361
155,95.0665
156,139.196
157,78.5783
158,121.415
159,95.0231
160,134.09
161,109.363
162,89.9429
163,107.28
164,90.5354
165,80.1694
166,109.17
167,100.287
168,125.245
169,101.101
170,122.661
171,96.5159
172,132.629
173,71.5895
174,88.9079
175,113.429
176,96.4951
177,77.6654
178,97.6328
179,96.1478
180,95.9254
181,70.3509
182,79.1087
183,79.8336
184,94.6847
185,93.8451
186,85.0672
187,112.19
188,125.193
189,114.605
190,98.6639
191,136.626
192,72.8527
193,59.907
194,108.837
195,115.987
196,106.825
197,97.1443
198,80.1015
199,113.117
200,127.511
201,119.483
202,108.117
203,113.796
204,95.793
205,94.465
206,78.2685
207,148.17
208,81.1332
209,107.062
210,110.774
211,86.9268
212,91.8713
213,89.2305
214,79.4719
215,75.6455
216,97.3853
217,101.725
218,98.7279
219,79.8517
220,107.116
221,126.217
222,117.724
223,87.8665
224,103.494
225,105.629
226,90.8341
227,103.638
228,112.668
229,114.579
230,88.9531
231,104.548
232,85.1431
233,112.148
234,92.7612
235,104.266
236,118.096
237,88.7802
238,113.13
239,108.932
240,97.1289
241,149.235
242,96.2641
243,102.285
244,113.729
245,92.2289
246,153.85
247,94.1523
248,91.1926
249,98.4984
250,81.626
251,76.2623
252,138.196
253,75.4592
254,124.152
255,109.05
256,114.031
257,98.2714
258,105.302
259,96.3656
260,86.8782
261,111.054
262,111.535
263,80.1056
264,161.247
265,110.285
266,125.704
267,96.7353
268,105.04
269,95.5609
270,96.1398
271,125.543
272,107.841
273,90.6822
274,104.806
275,84.3512
276,105.231
277,129.875
278,96.4376
279,105.888
280,87.9678
281,109.657
282,156.66
283,141.429
284,84.2697
285,95.106
286,103.787
287,143.917
288,98.8509
289,96.4353
290,110.406
291,181.301
292,104.607
293,101.351
294,95.1158
295,102.204
296,118.03
297,123.03
298,95.9569
299,147.331
300,76.6123
301,117.41
302,112.078
303,149.806
304,95.6359
305,101.98
306,98.5449
307,84.781
308,99.8386
309,94.2295
310,129.242
311,110.59
312,78.9922
313,136.278
314,134.746
315,86.9225
316,97.0016
317,105.474
318,137.134
319,148.747
320,96.1804
321,96.3459
322,87.8179
323,126.394
324,132.381
325,74.4483
326,83.7373
327,93.4067
328,75.0899
329,68.0789
330,127.107
331,101.074
332,141.051
333,95.0448
334,126.067
335,113.182
336,77.4861
337,126.511
338,137.603
339,72.2838
340,102.949
341,148.287
342,88.9192
343,86.4457
344,90.9496
345,80.6799
346,123.356
347,98.8744
348,112.765
349,113.026
350,127.511
351,111.277
352,112.569
353,99.9872
354,106.905
355,98.5374
356,89.5654
357,85.258
358,87.6736
359,83.7615
360,90.3753
361,98.9586
362,135.621
363,95.8691
364,83.1967
365,122.518
366,99.1608
367,117.926
368,107.208
369,77.1759
370,89.9863
371,74.5987
372,112.391
373,124.196
374,99.4962
375,168.92
376,93.7708
377,201.688
378,102.661
379,110.892
380,140.653
381,105.055
382,116.442
383,115.008
384,119.5
385,104.655
386,90.4916
387,118.85
388,72.9973
389,86.5899
390,135.463
391,123.407
392,135.032
393,110.942
394,128.059
395,119.885
396,100.378
397,100.173
398,116.34
399,78.2657
400,102.453
401,124.531
402,118.731
403,90.0504
404,109.843
405,97.4
406,104.762
407,133.013
408,132.899
409,93.7846
410,156.514
411,130.14
412,111.438
413,93.9151
414,125.693
415,106.648
416,78.2374
417,115.483
418,84.6282
419,102.242
420,84.6065
421,113.867
422,72.5069
423,91.3824
424,110.101
425,102.41
426,86.7092
427,118.025
428,96.073
429,79.9925
430,114.096
431,80.3181
432,93.6259
433,134.7
434,71.1923
435,76.116
436,98.3015
437,85.4164
438,92.4473
439,160.487
440,100.966
441,114.653
442,115.763
443,120.359
444,88.0837
445,123.088
446,115.995
447,62.6894
448,102.566
449,83.926
450,149.423
451,81.2983
452,96.1129
453,102.272
454,110.715
455,114.615
456,99.4989
457,124.119
458,82.2028
459,98.835
460,83.0249
461,100.073
462,76.1628
463,87.7801
464,103.875
465,133.688
466,100.957
467,92.5672
468,109.764
469,97.1703
470,92.2594
471,115.624
472,96.4373
473,107.267
474,101.568
475,117.025
476,131.548
477,92.2185
478,84.1222
479,135.373
480,90.2815
481,115.262
482,114.19
483,108.475
484,144.487
485,105.305
486,83.1154
487,106.937
488,149.611
489,111.491
490,116.63
491,155.88
492,89.6016
493,72.6714
494,87.5897
495,94.4974
496,129.903
497,104.97
498,83.2523
499,168.94
500,84.4344
501,95.0149
502,78.0611
503,115.176
504,111.595
505,79.3963
506,98.5763
507,65.5194
508,137.368
509,79.7271
510,86.6867
511,92.2518
512,119.591
513,79.8341
514,131.542
515,134.195
516,77.0502
517,116.553
518,114.496
519,103.16
520,93.0852
521,86.3664
522,86.0813
523,125.039
524,68.7999
525,117.424
526,127.457
527,127.239
528,99.3481
529,115.639
530,82.7923
531,108.184
532,117.746
533,89.786
534,87.8447
535,130.643
536,84.8537
537,62.653
538,88.879
539,105.664
540,130.751
541,107.28
542,76.4925
543,158.104
544,107.645
545,81.4237
546,99.3258
547,146.336
548,77.3585
549,92.9282
550,98.9184
551,108.334
552,75.5849
553,90.0168
554,126.162
555,78.9372
556,109.615
557,92.6405
558,77.9379
559,79.6627
560,105.104
561,91.3457
562,128.165
563,85.4386
564,118.659
565,74.9481
566,97.6872
567,93.9182
568,100.708
569,103.089
570,123.537
571,106.014
572,96.7022
573,127.446
574,124.001
575,82.0076
576,109.905
577,130.866
578,99.8429
579,80.4395
580,113.558
581,84.5567
582,101.076
583,95.1802
584,148.545
585,137.095
586,106.689
587,86.8616
588,120.254
589,147.435
590,127.435
591,82.2001
592,168.565
593,90.5961
594,101.71
595,103.612
596,101.205
597,132.261
598,112.595
599,140.292
600,114.322
601,94.2766
602,90.9496
603,99.0534
604,90.4196
605,99.1447
606,53.6752
607,111.639
608,77.2223
609,105.878
610,94.0543
611,89.0533
612,96.727
613,120.015
614,102.799
615,114.628
616,101.706
617,130.557
618,76.8841
619,97.8297
620,99.5212
621,117.187
622,107.818
623,107.909
624,134.693
625,112.78
626,87.4167
627,85.6047
628,90.7914
629,136.091
630,52.399
631,92.0917
632,125.274
633,73.3924
634,124.247
635,121.383
636,108.645
637,78.0893
638,76.186
639,107.489
640,77.3167
641,135.43
642,115.963
643,120.155
644,150.76
645,104.64
646,133.538
647,116.039
648,117.873
649,88.4623
650,116.652
651,124.017
652,102.709
653,108.999
654,79.6703
655,145.564
656,139.059
657,105.268
658,102.805
659,85.309
660,105.541
661,119.746
662,102.854
663,76.2735
664,104.649
665,90.2091
666,170.766
667,95.0177
668,112.015
669,105.051
670,115.088
671,98.1769
672,97.5496
673,82.6884
674,114.723
675,110.852
676,101.066
677,134.152
678,112.095
679,96.572
680,117.825
681,84.9083
682,135.543
683,79.7485
684,99.253
685,115.975
686,106.007
687,95.4171
688,154.832
689,120.274
690,75.5767
691,123.726
692,102.831
693,85.7561
694,121.014
695,68.4518
696,100.031
697,74.6779
698,113.681
699,105.727
700,128.84
701,175.113
702,100.556
703,120.292
704,97.2276
705,114.384
706,84.6355
707,148.72
708,124.389
709,147.286
710,74.3421
711,106.401
712,72.6678
713,148.436
714,83.0388
715,105.498
716,128.896
717,110.904
718,83.5516
719,95.2961
720,112.109
721,103.087
722,61.5884
723,89.9895
724,81.3088
725,115.855
726,98.8646
727,81.6481
728,99.2859
729,94.7679
730,117.921
731,91.869
732,77.8161
733,111.658
734,85.9536
735,93.5921
736,97.1714
737,99.7934
738,79.4824
739,106.742
740,98.4831
741,157.748
742,123.885
743,104.62
744,121.225
745,132.378
746,91.9636
747,97.923
748,107.867
749,158.388
750,84.4873
751,86.7313
752,89.9226
753,81.367
754,93.3594
755,110.449
756,75.8531
757,128.959
758,116.448
759,100.334
760,113.46
761,84.2071
762,117.322
763,110.081
764,93.8898
765,139.725
766,90.8727
767,82.2849
768,114.962
769,99.5757
770,136.155
771,108.078
772,87.0113
773,102.932
774,96.8366
775,109.691
776,117.169
777,107.676
778,148.858
779,95.9973
780,120.101
781,104.776
782,79.8928
783,115.291
784,91.5316
785,165.576
786,81.2393
787,96.2627
788,89.124
789,87.5667
790,123.175
791,127.54
792,112.33
793,104.837
794,130.038
795,143.801
796,100.307
797,72.4593
798,117.53
799,110.15
800,78.6951
801,85.3044
802,81.2603
803,87.2935
804,95.8017
805,161.436
806,123.885
807,127.317
808,98.0665
809,107.699
810,95.3857
811,137.066
812,87.7536
813,93.9026
814,120.042
815,96.3576
816,85.1546
817,88.5329
818,104.371
819,133.696
820,113.186
821,103.57
822,88.9013
823,94.2277
824,92.9871
825,88.3105
826,144.017
827,97.3036
828,81.4118
829,80.0143
830,83.7185
831,108.779
832,150.783
833,90.2764
834,103.801
835,137.978
836,102.289
837,82.0622
838,80.2166
839,140.765
840,138.837
841,118.779
842,128.226
843,96.9634
844,78.4144
845,121.578
846,88.5071
847,112.543
848,90.5523
849,106.027
850,121.57
851,81.5677
852,91.89
853,79.8956
854,160.498
855,119.761
856,181.054
857,88.5819
858,108.87
859,103.02
860,116.552
861,111.121
862,145.159
863,90.4904
864,101.992
865,116.122
866,79.0672
867,100.943
868,106.845
869,79.9925
870,78.2774
871,160.735
872,76.1097
873,85.3977
874,107.085
875,135.9
876,92.3212
877,140.118
878,102.555
879,88.0256
880,89.0861
881,77.2462
882,137.736
883,92.6103
884,118.822
885,154.701
886,94.674
887,141.13
888,68.5592
889,95.9096
890,118.909
891,110.354
892,90.4634
893,124.884
894,86.675
895,102.965
896,104.611
897,106.271
898,117.54
899,93.0055
900,114.856
901,105.072
902,127.138
903,88.1546
904,94.5089
905,128.919
906,92.4548
907,108.584
908,97.7476
909,120.36
910,143.229
911,89.1485
912,76.968
913,142.801
914,130.521
915,85.0028
916,98.5981
917,105.832
918,105.317
919,169.426
920,87.7175
921,78.0417
922,103.324
923,103.104
924,100.769
925,94.9245
926,121.344
927,89.8746
928,99.2825
929,104.387
930,122.904
931,128.596
932,116.485
933,120.148
934,120.079
935,85.7143
936,110.014
937,132.119
938,100.735
939,77.6392
940,96.8704
941,94.3361
942,100.171
943,109.5
944,122.848
945,95.9412
946,87.6137
947,98.7497
948,73.2866
949,146.747
950,100.179
951,114.886
952,99.9423
953,78.2345
954,117.947
955,113.856
956,120.775
957,97.5123
958,142.11
959,98.6619
960,129.89
961,90.9049
962,63.6564
963,72.2282
964,108.14
965,104.969
966,79.0214
967,96.1412
968,167.52
969,112.648
970,119.787
971,78.3736
972,147.785
973,101.278
974,97.6798
975,141.761
976,95.1748
977,85.4959
978,110.287
979,96.8352
980,57.9702
981,84.9613
982,85.0112
983,107.029
984,127.908
985,124.563
986,115.569
987,86.0355
988,115.521
989,114.606
990,109.154
991,111.208
992,105.853
993,112.003
994,73.4926
995,129.64
996,97.4417
997,112.076
998,120.358
999,116.816
1000,73.933
1001,100.81
1002,86.4372
1003,100.497
1004,110.683
1005,94.0955
1006,91.7465
1007,124.744
1008,109.865
1009,97.0177
1010,139.37
1011,85.3163
1012,137.994
1013,111.811
1014,85.0729
1015,95.888
1016,90.6243
1017,91.242
1018,102.444
1019,135.221
1020,132.366
1021,92.0966
1022,151.154
1023,86.0449
1024,128.574
1025,102.733
1026,109.224
1027,82.261
1028,121.451
1029,110.558
1030,88.7784
1031,74.1524
1032,108.269
1033,123.36
1034,83.9967
1035,63.962
1036,107.9
1037,131.754
1038,108.059
1039,123.819
1040,95.8255
1041,83.3278
1042,125.06
1043,120.904
1044,101.26
1045,86.0843
1046,99.7086
1047,91.6979
1048,103.754
1049,132.738
1050,95.7823
1051,100.96
1052,139.206
1053,115.588
1054,97.9496
1055,94.814
1056,115.787
1057,87.284
1058,90.3845
1059,96.3482
1060,103.473
1061,141.824
1062,123.358
1063,144.233
1064,88.7306
1065,141.106
1066,115.192
1067,117.733
1068,110.368
1069,123.582
1070,68.182
1071,66.1191
1072,148.775
1073,145.006
1074,92.9044
1075,141.28
1076,104.95
1077,94.7527
1078,173.373
1079,100.282
1080,130.652
1081,68.6444
1082,85.8694
1083,123.546
1084,107.216
1085,95.8654
1086,83.0646
1087,102.827
1088,105.683
1089,85.9956
1090,77.555
1091,77.3061
1092,95.1101
1093,130.584
1094,98.6768
1095,97.3049
1096,86.1891
1097,111.084
1098,91.4788
1099,79.647
1100,107.562
1101,141.59
1102,118.58
1103,110.484
1104,92.1943
1105,84.1516
1106,73.5245
1107,111.99
1108,85.5311
1109,127.147
1110,99.6667
1111,88.1569
1112,98.8222
1113,105.434
1114,98.9858
1115,120.992
1116,100.184
1117,106.578
1118,102.43
1119,79.2482
1120,73.5662
1121,119.437
1122,65.4206
1123,96.8016
1124,129.912
1125,70.1165
1126,131.539
1127,106.806
1128,148.149
1129,79.0067
1130,120.896
1131,103.417
1132,91.2833
1133,117.566
1134,107.112
1135,77.5141
1136,102.794
1137,115.757
1138,91.5155
1139,105.831
1140,118.452
1141,119.371
1142,115.294
1143,87.6291
1144,89.6504
1145,127.186
1146,90.3049
1147,118.818
1148,95.5838
1149,133.776
1150,148.578
1151,114.897
1152,95.5038
1153,117.187
1154,96.3887
1155,110.19
1156,130.63
1157,100.057
1158,99.624
1159,141.438
1160,112.766
1161,81.7359
1162,104.589
1163,115.32
1164,114.634
1165,100.106
1166,91.4736
1167,84.5196
1168,134.554
1169,111.697
1170,121.965
1171,105.376
1172,122.604
1173,148.161
1174,64.2856
1175,90.8931
1176,112.661
1177,90.8119
1178,83.3814
1179,119.591
1180,95.1922
1181,93.0383
1182,107.506
1183,113.122
1184,94.0461
1185,106.433
1186,156.492
1187,107.238
1188,85.9819
1189,137.501
1190,100.657
1191,83.6482
1192,112.091
1193,82.6854
1194,109.244
1195,101.877
1196,100.764
1197,113.444
1198,123.931
1199,99.7062
1200,91.3951
1201,95.0667
1202,71.8154
1203,141.184
1204,125.376
1205,87.4789
1206,95.2892
1207,75.6668
1208,112.471
1209,86.0362
1210,107.109
1211,96.8516
1212,159.762
1213,114.419
1214,97.6491
1215,113.364
1216,95.8813
1217,92.8956
1218,146.102
1219,96.1745
1220,85.4749
1221,145.96
1222,115.121
1223,81.407
1224,127.369
1225,104.292
1226,114.834
1227,101.255
1228,138.987
1229,118.07
1230,76.5602
1231,87.0055
1232,138.588
1233,100.894
1234,81.8444
1235,132.046
1236,108.499
1237,88.953
1238,86.9319
1239,87.3903
1240,92.6289
1241,87.1627
1242,75.2485
1243,123.094
1244,133.68
1245,125.796
1246,76.5024
1247,117.679
1248,117.087
1249,119.579
1250,108.06
1251,106.102
1252,134.521
1253,89.3491
1254,110.72
1255,98.5958
1256,100.454
1257,110.404
1258,115.385
1259,86.1603
1260,105.271
1261,107.862
1262,119.519
1263,126.652
1264,84.3057
1265,109.927
